,channel,allocated_revenue,cost
151,Social Media,0.0,1.8558281547529476
152,Display Ads,111.40326540854997,4.0351050150293
153,Display Ads,0.0,4.576377210133003
154,Social Media,0.0,4.052433454405233
155,Organic,78.29662888616181,3.055417856827071
156,Email,0.0,4.731699450278688
157,Social Media,0.0,1.392939968756322
158,Direct,153.3199373164166,2.143033298370824
159,Email,0.0,1.2884443717177407
160,Direct,0.0,4.92819814806385
161,Search,0.0,1.464763826101784
162,Display Ads,0.0,1.4054915902126366
163,Organic,0.0,2.728075710378024
164,Email,0.0,3.07480397752238
165,Direct,1.0,3.971299899625265
166,Social Media,0.0,1.3372052584454015
167,Email,1.0,1.4475224661964954
168,Organic,0.0,4.770125230080467
169,Direct,395.98262344853583,1.8782156929192078
170,Search,0.0,3.2275137726883836
171,Email,0.0,3.7159139721521677
172,Display Ads,1.0,2.4901330950382032
173,Display Ads,0.0,2.8569540789568997
174,Search,0.0,3.835062620916617
175,Search,57.085068831379196,1.1245963711735643
176,Direct,0.0,4.553856439691683
177,Organic,0.0,3.6673895652226323
178,Direct,0.0,4.552472755736144
179,Email,420.58568307685687,3.5945558270752622
180,Social Media,0.0,3.5437613073068435
181,Search,0.0,3.8205565822822534
182,Direct,0.0,4.349468319080603
183,Direct,0.0,4.116410345583147
184,Display Ads,0.0,2.819489771211473
185,Search,427.59320725331145,4.592952255812941
186,Social Media,0.0,4.946916406003394
187,Direct,0.0,3.8267021347107995
188,Direct,0.0,2.9139844650238476
189,Social Media,0.0,2.246759314060166
190,Social Media,138.82792447476965,2.0529893860720447
191,Organic,0.0,4.170379252836539
192,Search,0.0,1.6081942696979672
193,Email,0.0,1.375106105028066
194,Social Media,0.0,1.160236476202778
195,Social Media,301.1838541846643,4.539420470784018
196,Search,0.0,2.126464168422527
197,Social Media,0.0,3.864199892968578
198,Email,0.0,4.960435384347463
199,Social Media,0.0,1.3157576117862222
200,Display Ads,0.0,2.373546808710577
201,Email,0.0,4.755985688343911
202,Direct,89.47264795228867,4.58279185279749
203,Social Media,0.0,3.4677761095380077
204,Display Ads,0.0,4.49243537105691
205,Display Ads,134.83022636587043,2.419590733946216
206,Organic,0.0,3.632639297190294
207,Direct,0.0,1.116620744088356
208,Direct,0.0,1.6728146230660728
209,Organic,0.0,1.925522545507392
210,Display Ads,0.0,1.8817840169816757
211,Social Media,1.0,2.6800162963256198
212,Display Ads,0.0,3.924629377819669
213,Direct,0.0,2.2257312908134863
214,Social Media,0.0,3.2648600630104663
215,Direct,0.0,3.141471764726605
216,Display Ads,333.9121337443571,3.4775598774660077
217,Search,0.0,2.3211386700083376
218,Email,0.0,1.8061135120252514
219,Organic,0.0,4.293092850720121
220,Organic,0.0,3.094402188610447
221,Search,0.0,2.968929260729633
222,Email,0.0,4.061453455432163
223,Organic,248.21151941987546,2.2315455280649976
224,Organic,0.0,3.3247816948838262
225,Organic,0.0,4.697148283178645
226,Display Ads,346.93478151662487,4.069995322362821
227,Search,0.0,4.186034078894833
228,Display Ads,0.0,3.2042038131797295
229,Social Media,0.0,2.192302602099291
230,Organic,0.0,3.6076034622498425
231,Display Ads,0.0,1.2667755256217954
232,Search,158.51189934573188,1.1523452023972771
233,Search,0.0,1.8596661255468767
234,Direct,0.0,3.3079264496707275
235,Organic,0.0,3.1611155727496842
236,Direct,169.89894535950393,3.5258351703320825
237,Email,0.0,2.656564272862665
238,Direct,0.0,1.881950557658997
239,Email,0.0,4.278438212263199
240,Social Media,482.2310589314846,1.4494579277959425
241,Search,0.0,3.5109816595893455
242,Display Ads,0.0,1.9626820590286123
243,Direct,0.0,1.8986295905670665
244,Email,0.0,4.912882674106234
245,Direct,0.0,3.9234813831046416
246,Email,421.88195783066425,3.085508085894965
247,Direct,0.0,1.090258046821389
248,Search,0.0,4.56263382184737
249,Social Media,0.0,2.7186934534205918
250,Direct,0.0,2.309683834933792
251,Search,1.0,2.5931221963562177
252,Search,0.0,4.6860535676296715
253,Search,231.5771648031326,3.788096664017198
254,Email,0.0,1.4503618661167779
255,Social Media,204.86757364305413,4.671363532374212
256,Direct,0.0,4.0010431763492615
257,Email,0.0,2.808809916414155
258,Social Media,163.78292285391683,4.345683691942558
259,Display Ads,0.0,4.552765398645216
260,Search,1.0,2.3717186510367836
261,Search,0.0,3.3031434510976463
262,Display Ads,0.0,2.441576160216445
263,Organic,0.0,3.1819613619793428
264,Direct,0.0,1.9263960990555957
265,Email,261.03706639134447,2.5219275419721434
266,Display Ads,0.0,2.583110718641723
267,Social Media,377.85489177509226,3.847111779963798
268,Email,0.0,1.4964294708551096
269,Search,0.0,1.7351386604316046
270,Email,264.048595829752,3.258559431584808
271,Email,0.0,3.0688377107741176
272,Social Media,0.0,2.1601761127119463
273,Social Media,0.0,1.679036805571306
274,Search,0.0,1.4531984175930708
275,Social Media,0.0,1.6583970947982989
276,Display Ads,316.43173832323237,1.94235291297871
277,Organic,0.0,2.1310618282403944
278,Search,0.0,3.5711096539197116
279,Search,0.0,1.9560581386637734
280,Organic,0.0,4.402016913314388
281,Display Ads,0.0,3.6143470801776796
282,Social Media,0.0,2.956909018999677
283,Social Media,1.0,4.564560367174037
284,Social Media,0.0,4.934846332836607
285,Display Ads,0.0,3.8818269658510247
286,Direct,0.0,1.3168526000334833
287,Email,0.0,1.7551761110937778
288,Search,0.0,2.828238637063105
289,Display Ads,305.55547167954705,4.407383703355551
290,Display Ads,0.0,4.582905422060458
291,Search,0.0,2.93669212865363
292,Organic,0.0,2.3682777386302214
293,Search,1.0,3.480939395844482
294,Social Media,0.0,3.8614564609155586
295,Search,0.0,3.8896455378541783
296,Email,0.0,1.5572779295121855
297,Direct,0.0,2.673383229975032
298,Organic,410.84276849220504,1.3410733664467096
299,Organic,0.0,2.186150358481048
300,Social Media,0.0,4.180046147713881
301,Email,0.0,1.5820619311494366
302,Search,0.0,2.8690439840300104
303,Email,258.66995172279474,4.478783539406535
304,Organic,0.0,2.9759165965607517
305,Social Media,0.0,3.0041609479384137
306,Direct,0.0,4.750645842466368
307,Direct,386.7777876114709,4.659339799987512
308,Email,0.0,4.035907327416123
309,Display Ads,243.89485028461638,2.531333579073741
310,Search,0.0,2.751060219952514
311,Display Ads,0.0,4.744706256666021
312,Social Media,0.0,4.498974598626264
313,Email,0.0,1.2691384516860582
314,Social Media,1.0,3.5070820776688874
315,Search,0.0,2.1085774074934394
316,Social Media,165.8994415874762,3.841687260049647
317,Social Media,0.0,1.3368520447083934
318,Display Ads,0.0,3.524468111568939
319,Display Ads,0.0,2.225769346200972
320,Search,0.0,2.1577454721200877
321,Search,0.0,1.019473630622013
322,Organic,0.0,3.0366318622504105
323,Organic,363.5471361636613,1.5023284108406427
324,Email,0.0,2.293771420400787
325,Display Ads,0.0,4.439762856733637
326,Display Ads,0.0,1.3351638901930465
327,Display Ads,0.0,3.3397235759148867
328,Organic,0.0,4.271288294264762
329,Search,176.65899153474743,1.9738681762670405
330,Display Ads,0.0,1.3064896079688109
331,Organic,0.0,2.9571170442064125
332,Email,0.0,1.8199169313036432
333,Social Media,0.0,4.410170579502001
334,Direct,0.0,2.4101169652020693
335,Organic,214.10008754366598,2.9558037057538082
336,Email,0.0,1.2237054005129027
337,Social Media,0.0,3.503364779929503
338,Organic,83.76279708417718,3.1765040078524036
339,Social Media,0.0,3.4268648078800155
340,Organic,143.2145156923723,3.4724118622467874
341,Email,0.0,2.4376953073232683
342,Direct,0.0,4.802978852850687
343,Display Ads,0.0,1.210839159413756
344,Email,0.0,3.152378656484445
345,Organic,0.0,1.5028236260484626
346,Display Ads,76.05229731404899,2.258350533656266
347,Organic,0.0,1.1911254587256215
348,Direct,422.739537664983,4.802014246356539
349,Display Ads,0.0,2.1078184724984395
350,Organic,0.0,1.9528377419024645
351,Email,0.0,4.565255742425823
352,Email,0.0,4.121884553520619
353,Organic,265.6100282515834,3.788052055737052
354,Organic,0.0,2.6809984072301676
355,Search,0.0,4.525032271052046
356,Organic,0.0,4.68015265643621
357,Search,0.0,3.275685623378865
358,Email,0.0,3.9582529924450722
359,Search,0.0,2.6412148874906483
360,Social Media,241.41401843150211,3.08469489965415
361,Direct,0.0,2.184707062235994
362,Social Media,0.0,2.3868750449436447
363,Search,0.0,4.027156891609588
364,Social Media,323.7159260773556,1.3588036760593831
365,Email,0.0,2.838531017425841
366,Social Media,0.0,2.378386382907887
367,Search,0.0,4.775096481379265
368,Social Media,0.0,4.7537905616416305
369,Direct,346.452759902572,2.4609117050275278
370,Organic,0.0,4.272416673286994
371,Organic,417.4340991728522,3.31228840804965
372,Search,0.0,1.3316583255779246
373,Organic,444.474562042945,4.0652162844756
374,Social Media,0.0,4.247870969563207
375,Email,0.0,1.1878576896306692
376,Email,0.0,1.5880598195991142
377,Direct,0.0,4.162270210764621
378,Email,0.0,1.3724286260335603
379,Search,244.75253568936319,3.9906072982599112
380,Direct,0.0,4.838368590436936
381,Email,0.0,2.973366352209522
382,Display Ads,0.0,2.53392449030017
383,Search,0.0,2.1371531563818373
384,Search,0.0,2.7829192836114767
385,Organic,349.1929927429991,2.1017196145578914
386,Direct,0.0,4.992936103314881
387,Social Media,0.0,1.2679643775833904
388,Social Media,0.0,4.525943278355642
389,Search,0.0,1.4203902008545533
390,Email,59.11652746701239,4.120336094939859
391,Organic,0.0,4.68889327261944
392,Social Media,0.0,2.0190703453144803
393,Display Ads,0.0,3.0197312163576004
394,Display Ads,227.3586852965968,2.6351720690846903
395,Direct,0.0,1.3186157104816916
396,Display Ads,0.0,2.7825552032886476
397,Social Media,0.0,1.4931357098096512
398,Social Media,0.0,3.639479467316156
399,Organic,0.0,4.970390874326641
400,Email,1.0,1.491687519995891
401,Direct,0.0,4.109330056328773
402,Email,341.2625466030087,2.7867548869786596
403,Search,0.0,2.9410224165889645
404,Social Media,0.0,1.727233862667799
405,Search,0.0,1.7849371267514225
406,Search,201.04340051155734,1.3242382555104126
407,Organic,0.0,4.510851842787758
408,Organic,0.0,4.229911742607635
409,Direct,0.0,3.277929552546367
410,Social Media,0.0,1.2902991921788431
411,Organic,0.0,3.675013017799255
412,Organic,149.59467115905292,4.328956426833766
413,Email,0.0,1.3762392809143549
414,Search,0.0,3.8268743081782404
415,Direct,0.0,3.8575502481491695
416,Display Ads,0.0,2.484424364398156
417,Display Ads,459.87845074434085,4.897397826096123
418,Email,0.0,1.8515770186399738
419,Direct,0.0,1.4795521259353817
420,Email,0.0,4.11602157569615
421,Social Media,0.0,3.2771255318020978
422,Display Ads,0.0,3.865301373904112
423,Organic,0.0,3.56911265402846
424,Search,334.31994663288276,1.4385451301407457
425,Organic,0.0,1.384503406928606
426,Display Ads,0.0,3.169546240761755
427,Direct,0.0,2.540650511090162
428,Social Media,0.0,3.2554681275670663
429,Social Media,0.0,3.3193369531243615
430,Search,479.2236820814713,4.377609372762128
431,Social Media,0.0,3.460365149479953
432,Social Media,0.0,2.4500389252884944
433,Display Ads,0.0,3.6131581636054504
434,Display Ads,0.0,4.812948715124931
435,Display Ads,302.8325789737137,2.600621091461596
436,Email,0.0,1.3008081150512099
437,Organic,0.0,4.586017003835979
438,Social Media,116.75998374250146,1.601242489935875
439,Social Media,0.0,2.25973290983573
440,Search,0.0,3.393224302784075
441,Organic,0.0,1.131199497107584
442,Social Media,0.0,4.930609645974277
443,Display Ads,0.0,4.623397559997223
444,Display Ads,0.0,4.686906677806645
445,Direct,231.63711413866667,4.420437687989761
446,Social Media,0.0,4.918937339095439
447,Social Media,0.0,1.4090571239884642
448,Email,0.0,2.085552752947059
449,Email,0.0,2.7561659552845916
450,Display Ads,0.0,4.646554758941214
451,Search,68.91714453322471,3.119335555848281
452,Social Media,0.0,1.471754699496934
453,Email,0.0,1.000971737738051
454,Organic,0.0,4.469418556461431
455,Display Ads,0.0,3.434286372695897
456,Organic,0.0,3.725842450068685
457,Organic,265.1832463967581,3.268049301680689
458,Direct,0.0,4.747797015634782
459,Organic,0.0,2.0203488896855926
460,Email,0.0,4.499757622410685
461,Search,0.0,1.0633522837794969
462,Search,0.0,3.026199999634189
463,Organic,481.0294637976218,4.590114489507458
464,Organic,0.0,4.138146074739581
465,Organic,0.0,4.3657590398249795
466,Display Ads,0.0,1.1133498015335386
467,Direct,1.0,3.47338522818183
468,Direct,0.0,2.7481349017990833
469,Search,259.84305760391516,3.9892633022915454
470,Organic,0.0,2.0402509921687626
471,Search,0.0,4.939831878503324
472,Direct,0.0,3.694067147269036
473,Email,0.0,4.672042040377402
474,Email,0.0,4.827258682363511
475,Organic,0.0,4.035555400561787
476,Social Media,412.3350557218196,3.1195811862157647
477,Organic,0.0,4.874554661201103
478,Organic,0.0,4.149395393638828
479,Email,0.0,1.5450022603679114
480,Search,0.0,4.512460787942805
481,Search,0.0,4.437331278895007
482,Search,0.0,4.210258137394496
483,Display Ads,266.38218640020705,4.924524782846203
484,Social Media,0.0,3.5761057484477763
485,Organic,0.0,3.3294298202558634
486,Display Ads,0.0,4.3364463330653
487,Organic,0.0,2.1338445970563167
488,Email,323.2209550470296,2.172623769013207
489,Direct,0.0,1.2526421126565572
490,Search,0.0,4.711602519448109
491,Social Media,0.0,1.949017454628549
492,Email,356.33828154193435,2.3558797046912856
493,Social Media,0.0,2.235443596945853
494,Organic,0.0,2.8870252375634973
495,Organic,0.0,1.3510916564937623
496,Social Media,0.0,3.036890153308312
497,Social Media,0.0,2.2939510465725843
498,Social Media,0.0,1.506181244785509
499,Display Ads,182.81608478712107,2.400946457308307
500,Display Ads,0.0,3.6860472291241497
501,Organic,0.0,1.450016532952366
502,Display Ads,0.0,2.4942651441563224
503,Organic,0.0,2.7716563921678543
504,Email,0.0,4.241731654292682
505,Email,1.0,1.680521309534436
506,Social Media,0.0,4.500483969529977
507,Social Media,0.0,1.8570217373727376
508,Organic,1.0,2.5670869680480126
509,Direct,0.0,3.536367780319356
510,Email,0.0,2.718948035719114
511,Organic,280.8155394468572,3.111088836275508
512,Display Ads,0.0,2.9026201236996685
513,Direct,0.0,4.751058237272897
514,Display Ads,339.22804501851067,1.6692055199726004
515,Social Media,0.0,2.8379332042006613
516,Display Ads,0.0,4.815683215386889
517,Email,0.0,1.0625731812297365
518,Search,0.0,4.348876571834794
519,Organic,59.524910944555984,2.323179979124173
520,Email,0.0,3.266256012920562
521,Organic,0.0,1.8784761819173488
522,Organic,0.0,2.5244020544472563
523,Email,173.92404601325285,1.2331888154494282
524,Display Ads,0.0,4.455613265176453
525,Organic,0.0,1.4495318997148376
526,Social Media,0.0,1.806620845067569
527,Search,0.0,4.341944622573185
528,Search,0.0,3.7470711823886784
529,Organic,64.36675284088018,4.376838343104929
530,Social Media,0.0,4.291552273174008
531,Display Ads,0.0,4.997985401674887
532,Organic,0.0,1.9193041671701443
533,Social Media,310.47777977788536,1.858940500486253
534,Organic,0.0,3.2273776525382503
535,Search,0.0,2.854703223092712
536,Direct,0.0,3.3500499177071164
537,Search,0.0,1.5677328430375943
538,Social Media,0.0,1.8749612924163723
539,Search,0.0,2.104344353957049
540,Organic,354.1157633589128,1.2740111702875763
541,Display Ads,0.0,4.068672561377408
542,Organic,0.0,1.8986428004202858
543,Social Media,0.0,1.6131846420615497
544,Direct,0.0,1.2201508355708648
545,Display Ads,0.0,3.079992496147687
546,Organic,0.0,3.614794771620317
547,Email,306.26351554423513,3.9784147160135204
548,Organic,0.0,3.8249299941271278
549,Organic,0.0,3.7922973539145954
550,Organic,0.0,2.592597974091626
551,Social Media,0.0,3.348716512542787
552,Search,0.0,3.8865941770069434
553,Direct,78.32981473744739,3.070714672923829
554,Organic,0.0,2.396641546262999
555,Direct,0.0,4.724077103518818
556,Search,0.0,2.3660284427361744
557,Social Media,0.0,4.941079952403607
558,Search,149.53627389728226,2.457639463981613
559,Search,0.0,4.005092467750984
560,Direct,0.0,2.9759487205739648
561,Search,0.0,3.1464931189419754
562,Search,1.0,1.0924426738711688
563,Direct,0.0,4.7197686409160164
564,Display Ads,162.67931579625264,1.2417461797622562
565,Organic,0.0,2.9413795885376723
566,Organic,0.0,3.5370106138061495
567,Search,0.0,2.2480052244338014
568,Email,0.0,1.8799978889465008
569,Direct,0.0,4.2632834041011805
570,Email,0.0,2.8844414199910156
571,Search,102.4793547067402,2.364068372476812
572,Direct,0.0,4.659015605351839
573,Organic,0.0,1.48585908362851
574,Social Media,0.0,2.811072518045603
575,Direct,0.0,3.014307585354366
576,Display Ads,0.0,3.542373928032749
577,Search,253.4800803319435,3.2137182446549097
578,Social Media,0.0,4.698491271370115
579,Search,0.0,4.119274702492574
580,Search,0.0,4.431807781609345
581,Search,0.0,1.9609086655821812
582,Direct,0.0,4.1823273461691315
583,Organic,0.0,1.9271611104663187
584,Email,1.0,2.531177232581401
585,Display Ads,0.0,4.198314576408012
586,Display Ads,222.14402450011625,2.4719403087471465
587,Social Media,0.0,1.0143101784001254
588,Display Ads,0.0,3.581278333350467
589,Search,0.0,4.650804041428442
590,Email,0.0,3.128444535348015
591,Social Media,0.0,3.822383159105968
592,Social Media,77.53800619394946,2.3857313958836635
593,Display Ads,0.0,4.902419874356449
594,Search,0.0,4.545505538497581
595,Email,0.0,3.1814514085345666
596,Search,0.0,3.021328133343521
597,Email,0.0,1.6354107677758232
598,Direct,376.9918488247548,2.6958247178530477
599,Email,0.0,3.0961506794703477
600,Social Media,0.0,4.2237126136614345
601,Display Ads,0.0,2.741744515608142
602,Email,160.76766653869487,3.6351444707236515
603,Organic,0.0,1.8450549292350718
604,Search,69.35470382586664,4.732543473624874
605,Display Ads,0.0,1.4391318146816179
606,Search,0.0,2.2134797822880503
607,Direct,0.0,2.95492507590915
608,Direct,0.0,1.8795319588293964
609,Organic,0.0,4.83775838296466
610,Email,0.0,4.003245525497756
611,Direct,96.30822536031522,4.331100124909396
612,Direct,0.0,1.3756398593241204
613,Social Media,0.0,3.9990115147881524
614,Social Media,0.0,1.9703088115917464
615,Direct,317.61843105444416,3.9956705619140784
616,Organic,0.0,4.836175987485631
617,Organic,0.0,2.442990980220837
618,Direct,0.0,1.929062903190101
619,Display Ads,0.0,3.0363332267598064
620,Email,0.0,3.8290716746657565
621,Email,0.0,3.685832125201445
622,Search,380.50835432267775,2.645020751641316
623,Email,0.0,3.0260048041477012
624,Search,0.0,1.1547398330287661
625,Organic,0.0,2.4744826099931547
626,Social Media,0.0,3.340881317563821
627,Search,0.0,2.2164400293713475
628,Display Ads,0.0,1.4009275127051444
629,Display Ads,204.11375407083776,4.998692820968369
630,Search,0.0,1.8936501797185001
631,Search,0.0,4.435005036763568
632,Display Ads,0.0,3.2282637307356685
633,Search,0.0,3.0946895999959407
634,Direct,314.4698888287153,2.091668641297485
635,Display Ads,0.0,1.3425169229141423
636,Organic,0.0,3.521833188969697
637,Search,0.0,4.873725103569879
638,Social Media,0.0,1.489354303848565
639,Display Ads,1.0,4.591054310076752
640,Display Ads,0.0,4.812306357432085
641,Search,299.7494651256156,4.9078842185050435
642,Organic,0.0,3.895211106522093
643,Email,0.0,3.3353330905016905
644,Display Ads,0.0,4.675611057382753
645,Email,0.0,1.6138273284326483
646,Display Ads,496.53903852415397,1.1361780248010587
647,Email,0.0,2.753331102457415
648,Search,0.0,2.295403546228013
649,Organic,0.0,3.131561313566395
650,Organic,0.0,3.657415810637547
651,Social Media,441.7646954305241,2.5322627043431147
652,Search,0.0,4.806414249999152
653,Display Ads,0.0,1.7092450140905795
654,Direct,0.0,1.0174959291320373
655,Display Ads,71.54077528414615,3.3782004045801792
656,Search,0.0,4.05014044821608
657,Email,0.0,3.779155994395139
658,Organic,0.0,3.357505490592469
659,Organic,1.0,2.174705653433745
660,Social Media,0.0,3.184098373283001
661,Search,0.0,2.5943986508738233
662,Direct,0.0,2.233420282529241
663,Direct,366.88460410674867,2.374828368542472
664,Email,0.0,4.552035384010551
665,Direct,0.0,3.8968393232534395
666,Display Ads,0.0,4.617331390130159
667,Search,455.46651378110874,1.4908417757207246
668,Direct,0.0,3.909169908958274
669,Social Media,0.0,3.1055951834610935
670,Search,113.0334738265768,2.5357568921490357
671,Organic,0.0,1.5386366455378275
672,Direct,273.50634438636746,2.2210145164017723
673,Email,0.0,3.848766913012816
674,Organic,0.0,3.9573773318212195
675,Direct,0.0,4.385105818678501
676,Search,0.0,3.3494976005032355
677,Email,0.0,1.2717032574652198
678,Email,393.0812403886018,3.8298191669316055
679,Organic,0.0,1.5207778394814668
680,Search,0.0,3.514980903312284
681,Organic,223.22741571733957,3.8175443140695053
682,Social Media,0.0,2.1108625569622905
683,Display Ads,0.0,4.005487082142011
684,Search,0.0,1.393541970027877
685,Direct,0.0,1.6254944501332278
686,Organic,0.0,3.777423555981084
687,Social Media,0.0,3.7138541963086427
688,Display Ads,298.20921148412054,3.2606930248957497
689,Display Ads,0.0,3.0095941113741427
690,Direct,0.0,3.1755747859705643
691,Display Ads,0.0,1.9530496533597201
692,Display Ads,0.0,1.827364152574245
693,Social Media,262.61320665027006,1.4746899682872163
694,Social Media,0.0,2.724983164721108
695,Search,0.0,2.1883221995119935
696,Direct,142.2822541880064,3.657501643406249
697,Organic,0.0,3.4221170995650887
698,Email,0.0,4.386619654009177
699,Direct,0.0,2.749532969971959
700,Display Ads,0.0,3.5565789524925826
701,Search,0.0,3.373084371951969
702,Organic,186.93167258569707,3.77473525988482
703,Direct,0.0,4.826910511657852
704,Search,0.0,2.644170261683722
705,Search,1.0,1.4504285961572472
706,Social Media,0.0,3.4519093663574414
707,Search,0.0,4.826255714244676
708,Social Media,444.00284018455454,3.1122336875684984
709,Email,0.0,4.994793927365148
710,Search,0.0,1.8690296019754582
711,Display Ads,0.0,3.619710939088544
712,Social Media,365.6745471188265,1.8790012006675179
713,Search,0.0,1.8461145034536548
714,Social Media,0.0,3.327122443702885
715,Social Media,0.0,3.798825422999675
716,Social Media,0.0,4.6665051279119165
717,Organic,1.0,2.175347822487842
718,Display Ads,0.0,2.6446438633853964
719,Social Media,1.0,2.435046269864551
